GC_PARAMS='-verbose:gc -Xms8192m -Xmx8192m -XX:PermSize=256m -XX:MaxPermSize=256m -XX:+UseLargePages -XX:+PrintGCDateStamps -XX:+UseConcMarkSweepGC -XX:MaxGCPauseMillis=1000 -XX:+CMSIncrementalMode -XX:+PrintGCDetails -verbose:gc'
2012-10-19T09:39:01.890-0400: [GC [ParNew: 226990K->5306K(249216K), 0.0092220 secs] 331427K->110602K(8360960K) icms_dc=0 , 0.0094140 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:39:09.718-0400: [GC [ParNew: 226874K->5077K(249216K), 0.0098670 secs] 332170K->111008K(8360960K) icms_dc=0 , 0.0100650 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:39:23.565-0400: [GC [ParNew: 226645K->4948K(249216K), 0.0081830 secs] 332576K->111667K(8360960K) icms_dc=0 , 0.0083940 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:39:36.527-0400: [GC [ParNew: 226516K->5224K(249216K), 0.0080930 secs] 333235K->112437K(8360960K) icms_dc=0 , 0.0082820 secs] [Times: user=0.07 sys=0.02, real=0.01 secs] 
2012-10-19T09:39:48.248-0400: [GC [ParNew: 226792K->4712K(249216K), 0.0096610 secs] 334005K->112509K(8360960K) icms_dc=0 , 0.0098500 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:40:00.296-0400: [GC [ParNew: 226280K->4588K(249216K), 0.0089070 secs] 334077K->112893K(8360960K) icms_dc=0 , 0.0091000 secs] [Times: user=0.08 sys=0.03, real=0.01 secs] 
2012-10-19T09:40:08.591-0400: [GC [ParNew: 226156K->4897K(249216K), 0.0095200 secs] 334461K->113954K(8360960K) icms_dc=0 , 0.0097190 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:40:15.885-0400: [GC [ParNew: 226465K->4646K(249216K), 0.0075430 secs] 335522K->114217K(8360960K) icms_dc=0 , 0.0077470 secs] [Times: user=0.07 sys=0.02, real=0.01 secs] 
2012-10-19T09:40:25.422-0400: [GC [ParNew: 226214K->4885K(249216K), 0.0183460 secs] 335785K->115117K(8360960K) icms_dc=0 , 0.0185870 secs] [Times: user=0.07 sys=0.03, real=0.02 secs] 
2012-10-19T09:40:33.590-0400: [GC [ParNew: 226453K->4400K(249216K), 0.0084580 secs] 336685K->115065K(8360960K) icms_dc=0 , 0.0086710 secs] [Times: user=0.07 sys=0.03, real=0.01 secs] 
2012-10-19T09:40:41.868-0400: [GC [ParNew: 225968K->5075K(249216K), 0.0124980 secs] 336633K->116364K(8360960K) icms_dc=0 , 0.0127620 secs] [Times: user=0.11 sys=0.02, real=0.02 secs] 
2012-10-19T09:40:50.051-0400: [GC [ParNew: 226643K->5002K(249216K), 0.0107700 secs] 337932K->117122K(8360960K) icms_dc=0 , 0.0109960 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:40:58.248-0400: [GC [ParNew: 226570K->5038K(249216K), 0.0066660 secs] 338690K->117731K(8360960K) icms_dc=0 , 0.0068820 secs] [Times: user=0.06 sys=0.01, real=0.01 secs] 
2012-10-19T09:41:07.005-0400: [GC [ParNew: 226606K->4502K(249216K), 0.0078510 secs] 339299K->117719K(8360960K) icms_dc=0 , 0.0080610 secs] [Times: user=0.07 sys=0.02, real=0.01 secs] 
2012-10-19T09:41:14.052-0400: [GC [ParNew: 226070K->4926K(249216K), 0.0091890 secs] 339287K->118895K(8360960K) icms_dc=0 , 0.0093920 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:41:22.333-0400: [GC [ParNew: 226494K->4294K(249216K), 0.0096830 secs] 340463K->118878K(8360960K) icms_dc=0 , 0.0098910 secs] [Times: user=0.07 sys=0.03, real=0.01 secs] 
2012-10-19T09:41:28.944-0400: [GC [ParNew: 225862K->4800K(249216K), 0.0123680 secs] 340446K->119891K(8360960K) icms_dc=0 , 0.0126170 secs] [Times: user=0.07 sys=0.01, real=0.02 secs] 
2012-10-19T09:41:31.173-0400: [GC [ParNew: 226368K->4103K(249216K), 0.0110040 secs] 341459K->119829K(8360960K) icms_dc=0 , 0.0111900 secs] [Times: user=0.08 sys=0.03, real=0.01 secs] 
2012-10-19T09:41:35.638-0400: [GC [ParNew: 225671K->3931K(249216K), 0.0089880 secs] 341397K->120207K(8360960K) icms_dc=0 , 0.0092030 secs] [Times: user=0.06 sys=0.03, real=0.01 secs] 
